,Path,File_Name,Title,Year,Rating,Resolution,Aspect_Ratio,Detailed_Aspect_Ratio,File Size,Run_Time(Minutes)
1233,//nubian/archives/movies/movies/Drama/Kundun (1997) [PG-13].m4v,Kundun (1997) [PG-13].m4v,Kundun,1997,PG-13,700x400,1.75,720.0x364.0,763,134.16319555555555
1234,//nubian/archives/movies/movies/Drama/La La Land (2016) [PG-13].m4v,La La Land (2016) [PG-13].m4v,La La Land,2016,PG-13,700x300,2.3333333333333335,720.0x340.0,592,127.81824592592594
1235,//nubian/archives/movies/movies/Drama/Labyrinth (1986) [PG].m4v,Labyrinth (1986) [PG].m4v,Labyrinth,1986,PG,1900x800,2.375,1920.0x804.0,6744,101.05094962962963
1236,"//nubian/archives/movies/movies/Drama/Last Castle, The (2001) [CF].m4v","Last Castle, The (2001) [CF].m4v","Last Castle, The",2001,CF,700x400,1.75,706.0x356.0,746,126.86451555555556
1237,"//nubian/archives/movies/movies/Drama/Last Emperor, The (1987) [PG-13].m4v","Last Emperor, The (1987) [PG-13].m4v","Last Emperor, The",1987,PG-13,1900x1000,1.9,1920.0x952.0,10438,163.09626629629628
1238,"//nubian/archives/movies/movies/Drama/Last Leaf, The (1983) [G].m4v","Last Leaf, The (1983) [G].m4v","Last Leaf, The",1983,G,700x500,1.4,720.0x494.0,319,23.575228888888887
1239,"//nubian/archives/movies/movies/Drama/Last Lecture, The [Randy Pausch] [G].m4v","Last Lecture, The [Randy Pausch] [G].m4v","Last Lecture, The  G",,Randy Pausch,700x400,1.75,664.0x406.0,282,33.65417611111111
1240,//nubian/archives/movies/movies/Drama/Last Of The Mohicans (1992) [CF].m4v,Last Of The Mohicans (1992) [CF].m4v,Last Of The Mohicans,1992,CF,700x400,1.75,706.0x366.0,730,114.22299777777779
1241,//nubian/archives/movies/movies/Drama/Lawrence Of Arabia (1962).m4v,Lawrence Of Arabia (1962).m4v,Lawrence Of Arabia,1962,,1900x900,2.111111111111111,1920.0x876.0,9209,227.01011629629633
1242,"//nubian/archives/movies/movies/Drama/Legend Of Longwood, The (2014) [PG].m4v","Legend Of Longwood, The (2014) [PG].m4v","Legend Of Longwood, The",2014,PG,700x400,1.75,720.0x356.0,3,0.9196683333333334
1243,//nubian/archives/movies/movies/Drama/Les Miserables (2012) [PG-13].m4v,Les Miserables (2012) [PG-13].m4v,Les Miserables,2012,PG-13,700x500,1.4,718.0x460.0,870,154.28941296296296
1244,"//nubian/archives/movies/movies/Drama/Letters, The (2014) [PG].m4v","Letters, The (2014) [PG].m4v","Letters, The",2014,PG,700x400,1.75,720.0x360.0,503,118.65784462962964
1245,//nubian/archives/movies/movies/Drama/Life Is Beautiful (1997) [PG-13].mp4,Life Is Beautiful (1997) [PG-13].mp4,Life Is Beautiful,1997,PG-13,700x400,1.75,710.0x350.0,609,118.16387907407406
1246,//nubian/archives/movies/movies/Drama/Life of Pi (2012) [PG].mp4,Life of Pi (2012) [PG].mp4,Life of Pi,2012,PG,1900x1000,1.9,1920.0x1036.0,1944,126.99283819444443
1247,"//nubian/archives/movies/movies/Drama/Light Between Oceans, The (2016) [PG-13].m4v","Light Between Oceans, The (2016) [PG-13].m4v","Light Between Oceans, The",2016,PG-13,700x400,1.75,720.0x360.0,967,132.85341555555556
1248,//nubian/archives/movies/movies/Drama/Lincoln (2012) [PG-13].m4v,Lincoln (2012) [PG-13].m4v,Lincoln,2012,PG-13,700x400,1.75,720.0x360.0,593,149.95077462962962
1249,//nubian/archives/movies/movies/Drama/Lion (2016) [PG-13].mp4,Lion (2016) [PG-13].mp4,Lion,2016,PG-13,700x400,1.75,720.0x356.0,465,118.54773462962963
1250,//nubian/archives/movies/movies/Drama/Little Bit Of Heaven (2011) [PG-13].m4v,Little Bit Of Heaven (2011) [PG-13].m4v,Little Bit Of Heaven,2011,PG-13,700x400,1.75,720.0x368.0,664,106.5854961111111
1251,//nubian/archives/movies/movies/Drama/Little Women (1994) [PG].m4v,Little Women (1994) [PG].m4v,Little Women,1994,PG,700x500,1.4,708.0x470.0,729,118.48475907407406
1252,//nubian/archives/movies/movies/Drama/Lord Of War (2005) [CF].m4v,Lord Of War (2005) [CF].m4v,Lord Of War,2005,CF,700x500,1.4,716.0x480.0,739,112.84050537037037
1253,//nubian/archives/movies/movies/Drama/Lost And Found (2017) [PG].m4v,Lost And Found (2017) [PG].m4v,Lost And Found,2017,PG,700x500,1.4,718.0x480.0,492,91.83396425925926
1254,//nubian/archives/movies/movies/Drama/Lost City Of Z (2016) [PG-13].m4v,Lost City Of Z (2016) [PG-13].m4v,Lost City Of Z,2016,PG-13,700x400,1.75,708.0x360.0,596,141.27488351851852
1255,//nubian/archives/movies/movies/Drama/Love Kennedy (2017) [PG].m4v,Love Kennedy (2017) [PG].m4v,Love Kennedy,2017,PG,700x500,1.4,720.0x480.0,608,91.97299203703705
1256,"//nubian/archives/movies/movies/Drama/Lovely Bones, The (2009) [PG-13].m4v","Lovely Bones, The (2009) [PG-13].m4v","Lovely Bones, The",2009,PG-13,700x400,1.75,720.0x368.0,1394,135.50427981481482
1257,//nubian/archives/movies/movies/Drama/Loving (2016) [PG-13].m4v,Loving (2016) [PG-13].m4v,Loving,2016,PG-13,700x400,1.75,720.0x356.0,863,123.02289962962962
1258,"//nubian/archives/movies/movies/Drama/Machinist, The (2004) [CF].m4v","Machinist, The (2004) [CF].m4v","Machinist, The",2004,CF,700x400,1.75,720.0x368.0,411,92.13718388888888
1259,"//nubian/archives/movies/movies/Drama/Man Called Otto, A (2022) [PG-13].m4v","Man Called Otto, A (2022) [PG-13].m4v","Man Called Otto, A",2022,PG-13,1900x1000,1.9,1920.0x1036.0,4400,126.17604962962963
1260,"//nubian/archives/movies/movies/Drama/Man for All Seasons, A (1966) [G].m4v","Man for All Seasons, A (1966) [G].m4v","Man for All Seasons, A",1966,G,700x500,1.4,666.0x480.0,1210,120.4919011111111
1261,"//nubian/archives/movies/movies/Drama/Man from Snowy River, The (1982) [PG].m4v","Man from Snowy River, The (1982) [PG].m4v","Man from Snowy River, The",1982,PG,700x400,1.75,720.0x362.0,785,104.49147018518518
1262,"//nubian/archives/movies/movies/Drama/Manchurian Candidate, The (1962) [PG-13].m4v","Manchurian Candidate, The (1962) [PG-13].m4v","Manchurian Candidate, The",1962,PG-13,700x500,1.4,708.0x480.0,782,126.51875444444444
1263,"//nubian/archives/movies/movies/Drama/Manchurian Candidate, The (2004) [CF].m4v","Manchurian Candidate, The (2004) [CF].m4v","Manchurian Candidate, The",2004,CF,700x500,1.4,720.0x480.0,858,125.29377962962963
1264,"//nubian/archives/movies/movies/Drama/Manhattan Project, The (1986) [PG-13].mp4","Manhattan Project, The (1986) [PG-13].mp4","Manhattan Project, The",1986,PG-13,700x400,1.75,720.0x408.0,1540,117.7370638888889
1265,//nubian/archives/movies/movies/Drama/Martian Child (2007) [CF].m4v,Martian Child (2007) [CF].m4v,Martian Child,2007,CF,700x500,1.4,720.0x462.0,716,106.14492777777778
1266,//nubian/archives/movies/movies/Drama/Matchstick Men (2003) [CF].m4v,Matchstick Men (2003) [CF].m4v,Matchstick Men,2003,CF,700x400,1.75,720.0x362.0,676,113.26787685185185
1267,//nubian/archives/movies/movies/Drama/Me Before You (2016) [PG-13].m4v,Me Before You (2016) [PG-13].m4v,Me Before You,2016,PG-13,700x400,1.75,720.0x364.0,512,110.23846148148148
1268,//nubian/archives/movies/movies/Drama/Memento (2000) [Edited].m4v,Memento (2000) [Edited].m4v,Memento,2000,Edited,1900x800,2.375,1920.0x818.0,2637,112.38333333333334
1269,//nubian/archives/movies/movies/Drama/Memoirs Of A Geisha (2005) [PG-13].m4v,Memoirs Of A Geisha (2005) [PG-13].m4v,Memoirs Of A Geisha,2005,PG-13,1900x800,2.375,1920.0x800.0,3499,145.14499962962964
1270,//nubian/archives/movies/movies/Drama/Merchant of Venice (2004) [CF].m4v,Merchant of Venice (2004) [CF].m4v,Merchant of Venice,2004,CF,700x400,1.75,716.0x362.0,624,128.1268877777778
1271,//nubian/archives/movies/movies/Drama/Michael Clayton (2007) [CF].m4v,Michael Clayton (2007) [CF].m4v,Michael Clayton,2007,CF,700x400,1.75,720.0x358.0,483,114.20075333333334
1272,//nubian/archives/movies/movies/Drama/Minari (2020) [PG-13].m4v,Minari (2020) [PG-13].m4v,Minari,2020,PG-13,1900x800,2.375,1920.0x804.0,2971,115.21579481481481
1273,//nubian/archives/movies/movies/Drama/Miracle (2004) [PG].m4v,Miracle (2004) [PG].m4v,Miracle,2004,PG,700x400,1.75,720.0x354.0,1433,135.91731
1274,//nubian/archives/movies/movies/Drama/Miss Willoughby and the Haunted Bookshop (2021) [PG].m4v,Miss Willoughby and the Haunted Bookshop (2021) [PG].m4v,Miss Willoughby and the Haunted Bookshop,2021,PG,700x500,1.4,720.0x460.0,789,95.17118685185186
1275,//nubian/archives/movies/movies/Drama/Missing (2023) [PG-13].m4v,Missing (2023) [PG-13].m4v,Missing,2023,PG-13,1900x1100,1.7272727272727273,1920.0x1080.0,2736,110.71059962962963
1276,//nubian/archives/movies/movies/Drama/Moneyball (2011) [PG-13].m4v,Moneyball (2011) [PG-13].m4v,Moneyball,2011,PG-13,700x500,1.4,720.0x472.0,847,133.21363703703705
1277,"//nubian/archives/movies/movies/Drama/Monuments Men, The (2014) [PG-13].m4v","Monuments Men, The (2014) [PG-13].m4v","Monuments Men, The",2014,PG-13,700x400,1.75,720.0x360.0,527,118.41579648148148
1278,//nubian/archives/movies/movies/Drama/Mr. Smith Goes to Washington (1939) [G+CC].m4v,Mr. Smith Goes to Washington (1939) [G+CC].m4v,Mr. Smith Goes to Washington,1939,G+CC,700x500,1.4,712.0x480.0,1229,130.03031685185186
1279,//nubian/archives/movies/movies/Drama/Murder on the Orient Express (2017) [PG-13].mp4,Murder on the Orient Express (2017) [PG-13].mp4,Murder on the Orient Express,2017,PG-13,700x400,1.75,720.0x360.0,484,113.94869592592593
1280,//nubian/archives/movies/movies/Drama/Mutiny on the Bounty (1962) [PG].m4v,Mutiny on the Bounty (1962) [PG].m4v,Mutiny on the Bounty,1962,PG,600x500,1.2,624.0x474.0,2292,174.05554833333332
1281,//nubian/archives/movies/movies/Drama/My Fair Lady (1964).mp4,My Fair Lady (1964).mp4,My Fair Lady,1964,,700x300,2.3333333333333335,720.0x300.0,1687,173.06122166666668
1282,//nubian/archives/movies/movies/Drama/My Sisters Keeper (2009) [PG-13].m4v,My Sisters Keeper (2009) [PG-13].m4v,My Sisters Keeper,2009,PG-13,700x400,1.75,720.0x360.0,567,109.23581740740741
1283,"//nubian/archives/movies/movies/Drama/Natural, The (1984) [PG].m4v","Natural, The (1984) [PG].m4v","Natural, The",1984,PG,700x500,1.4,720.0x462.0,807,143.66157425925925
1284,//nubian/archives/movies/movies/Drama/Nell (1994) [PG-13].m4v,Nell (1994) [PG-13].m4v,Nell,1994,PG-13,700x400,1.75,720.0x364.0,685,112.81742666666668
1285,"//nubian/archives/movies/movies/Drama/Net, The (1995) [PG-13].mp4","Net, The (1995) [PG-13].mp4","Net, The",1995,PG-13,700x500,1.4,714.0x472.0,768,114.33060796296296
1286,//nubian/archives/movies/movies/Drama/News Of The World (2020) [PG-13].m4v,News Of The World (2020) [PG-13].m4v,News Of The World,2020,PG-13,700x400,1.75,720.0x356.0,661,118.31541907407406
1287,//nubian/archives/movies/movies/Drama/Nomadland (2020) [CF].m4v,Nomadland (2020) [CF].m4v,Nomadland,2020,CF,1900x800,2.375,1920.0x804.0,2093,107.60902777777778
1288,//nubian/archives/movies/movies/Drama/Northanger Abbey.m4v,Northanger Abbey.m4v,Northanger Abbey,,,700x500,1.4,720.0x480.0,646,84.79248555555554
1289,//nubian/archives/movies/movies/Drama/Nutcracker And The Four Realms (2018) [PG].m4v,Nutcracker And The Four Realms (2018) [PG].m4v,Nutcracker And The Four Realms,2018,PG,700x500,1.4,720.0x460.0,717,99.25540611111111
1290,//nubian/archives/movies/movies/Drama/Oceans 8 (2018) [PG-13].m4v,Oceans 8 (2018) [PG-13].m4v,Oceans 8,2018,PG-13,700x400,1.75,720.0x360.0,471,110.16700111111112
1291,//nubian/archives/movies/movies/Drama/October Sky [PG].m4v,October Sky [PG].m4v,October Sky,,PG,700x400,1.75,720.0x364.0,587,107.48376851851852
1292,//nubian/archives/movies/movies/Drama/Oklahoma (1955) [G].m4v,Oklahoma (1955) [G].m4v,Oklahoma,1955,G,700x400,1.75,720.0x386.0,1585,147.99915055555553
1293,//nubian/archives/movies/movies/Drama/On the Waterfront (1954) [PG].m4v,On the Waterfront (1954) [PG].m4v,On the Waterfront,1954,PG,700x500,1.4,714.0x480.0,780,107.69064129629629
1294,//nubian/archives/movies/movies/Drama/Only The Brave [PG-13].m4v,Only The Brave [PG-13].m4v,Only The Brave,,PG-13,700x400,1.75,720.0x362.0,734,134.05072203703705
1295,//nubian/archives/movies/movies/Drama/Openheimer (2023) [Edited].m4v,Openheimer (2023) [Edited].m4v,Openheimer,2023,Edited,1900x900,2.111111111111111,1920.0x872.0,4127,179.18819444444443
1296,"//nubian/archives/movies/movies/Drama/Other Boleyn Girl, The [CF].m4v","Other Boleyn Girl, The [CF].m4v","Other Boleyn Girl, The",,CF,700x400,1.75,720.0x390.0,1445,115.2846138888889
1297,//nubian/archives/movies/movies/Drama/Out Of Time [PG-13].m4v,Out Of Time [PG-13].m4v,Out Of Time,,PG-13,700x400,1.75,718.0x358.0,758,105.42610148148148
1298,"//nubian/archives/movies/movies/Drama/Passion Of The Christ, The [CF].m4v","Passion Of The Christ, The [CF].m4v","Passion Of The Christ, The",,CF,700x400,1.75,710.0x354.0,1142,122.26881333333334
1299,"//nubian/archives/movies/movies/Drama/Perfect World, A (1993) [PG-13].m4v","Perfect World, A (1993) [PG-13].m4v","Perfect World, A",1993,PG-13,700x400,1.75,720.0x366.0,1380,138.26437814814815
1300,//nubian/archives/movies/movies/Drama/Petals On The Wind (2014) [NR].m4v,Petals On The Wind (2014) [NR].m4v,Petals On The Wind,2014,NR,700x500,1.4,720.0x480.0,780,88.04545722222223
1301,//nubian/archives/movies/movies/Drama/Philadelphia (1993) [PG-13].m4v,Philadelphia (1993) [PG-13].m4v,Philadelphia,1993,PG-13,700x500,1.4,710.0x464.0,732,125.49244999999999
1302,//nubian/archives/movies/movies/Drama/Philomena [PG-13].m4v,Philomena [PG-13].m4v,Philomena,,PG-13,700x500,1.4,720.0x480.0,502,98.0411374074074
1303,//nubian/archives/movies/movies/Drama/Pinocchio (2019) [PG-13].m4v,Pinocchio (2019) [PG-13].m4v,Pinocchio,2019,PG-13,700x400,1.75,718.0x358.0,693,125.1632324074074
1304,//nubian/archives/movies/movies/Drama/Pirates Of Silicon Valley (1999).m4v,Pirates Of Silicon Valley (1999).m4v,Pirates Of Silicon Valley,1999,,700x500,1.4,720.0x480.0,670,96.76361185185186
1305,"//nubian/archives/movies/movies/Drama/Post, The (2017) [PG-13].m4v","Post, The (2017) [PG-13].m4v","Post, The",2017,PG-13,700x500,1.4,720.0x472.0,708,115.9559788888889
1306,//nubian/archives/movies/movies/Drama/Powder [CF].m4v,Powder [CF].m4v,Powder,,CF,700x500,1.4,710.0x460.0,700,111.49819222222223
1307,//nubian/archives/movies/movies/Drama/Premonition [CF].m4v,Premonition [CF].m4v,Premonition,,CF,700x400,1.75,720.0x354.0,480,95.23069111111111
1308,"//nubian/archives/movies/movies/Drama/Prestige, The [PG-13].m4v","Prestige, The [PG-13].m4v","Prestige, The",,PG-13,700x400,1.75,720.0x362.0,716,130.49830685185185
1309,//nubian/archives/movies/movies/Drama/Pulp Fiction [CF].mp4,Pulp Fiction [CF].mp4,Pulp Fiction,,CF,700x400,1.75,694.0x368.0,762,127.78988444444444
1310,"//nubian/archives/movies/movies/Drama/Rainmaker, The [PG-13].m4v","Rainmaker, The [PG-13].m4v","Rainmaker, The",,PG-13,700x400,1.75,720.0x368.0,600,135.51329425925925
1311,//nubian/archives/movies/movies/Drama/Randy Pausch - The Last Lecture-1 [G].m4v,Randy Pausch - The Last Lecture-1 [G].m4v,Randy Pausch - The Last Lecture-1,,G,700x400,1.75,668.0x406.0,176,33.65417611111111
1312,//nubian/archives/movies/movies/Drama/Red Riding Hood [PG-13].m4v,Red Riding Hood [PG-13].m4v,Red Riding Hood,,PG-13,1200x500,2.4,1216.0x544.0,804,96.55757222222222
1313,//nubian/archives/movies/movies/Drama/Remember the Titans [PG].avi,Remember the Titans [PG].avi,Remember the Titans,,PG,700x300,2.3333333333333335,704.0x320.0,701,113.44588086166667
1314,//nubian/archives/movies/movies/Drama/Respect (2021) [PG-13].m4v,Respect (2021) [PG-13].m4v,Respect,2021,PG-13,700x400,1.75,720.0x356.0,1052,144.87459074074073
1315,//nubian/archives/movies/movies/Drama/Revoir Paris (2022) [NR].m4v,Revoir Paris (2022) [NR].m4v,Revoir Paris,2022,NR,700x500,1.4,720.0x460.0,829,103.52703444444445
1316,"//nubian/archives/movies/movies/Drama/Robe, The (1953).m4v","Robe, The (1953).m4v","Robe, The",1953,,700x300,2.3333333333333335,720.0x340.0,1421,133.48195944444444
1317,//nubian/archives/movies/movies/Drama/Romeo + Juliet (1996) [PG-13].m4v,Romeo + Juliet (1996) [PG-13].m4v,Romeo + Juliet,1996,PG-13,1900x800,2.375,1920.0x800.0,6920,120.1776962962963
1318,//nubian/archives/movies/movies/Drama/Royal Hearts.m4v,Royal Hearts.m4v,Royal Hearts,,,700x500,1.4,720.0x480.0,488,85.54657203703704
1319,//nubian/archives/movies/movies/Drama/Rudy (1993) [PG].m4v,Rudy (1993) [PG].m4v,Rudy,1993,PG,700x500,1.4,708.0x462.0,1050,113.98095444444445
1320,//nubian/archives/movies/movies/Drama/Runaway Bride [PG-13].m4v,Runaway Bride [PG-13].m4v,Runaway Bride,,PG-13,700x400,1.75,714.0x362.0,676,116.33135370370368
1321,//nubian/archives/movies/movies/Drama/Saints And Soldiers [PG-13].m4v,Saints And Soldiers [PG-13].m4v,Saints And Soldiers,,PG-13,700x500,1.4,720.0x466.0,1192,90.45091592592593
1322,"//nubian/archives/movies/movies/Drama/Saratov Approach, The [PG-13].m4v","Saratov Approach, The [PG-13].m4v","Saratov Approach, The",,PG-13,700x400,1.75,720.0x356.0,422,100.68405537037037
1323,//nubian/archives/movies/movies/Drama/Saving Sarah Cain [PG].m4v,Saving Sarah Cain [PG].m4v,Saving Sarah Cain,,PG,700x500,1.4,720.0x480.0,590,103.1542874074074
1324,//nubian/archives/movies/movies/Drama/Scarlet (2022) [NR].m4v,Scarlet (2022) [NR].m4v,Scarlet,2022,NR,600x500,1.2,578.0x454.0,931,104.65315944444446
1325,//nubian/archives/movies/movies/Drama/Scarlet Pimpernel.m4v,Scarlet Pimpernel.m4v,Scarlet Pimpernel,,,700x500,1.4,714.0x480.0,2237,136.16658611111112
1326,//nubian/archives/movies/movies/Drama/Scent Of A Woman [CF].m4v,Scent Of A Woman [CF].m4v,Scent Of A Woman,,CF,700x500,1.4,708.0x458.0,1428,148.3865716666667
1327,//nubian/archives/movies/movies/Drama/Schindler's List (1993) [Edited].m4v,Schindler's List (1993) [Edited].m4v,Schindler's List,1993,Edited,1900x1000,1.9,1920.0x1040.0,7804,194.15694444444443
1328,//nubian/archives/movies/movies/Drama/Second Best Exotic Marigold Hotel [PG-13].m4v,Second Best Exotic Marigold Hotel [PG-13].m4v,Second Best Exotic Marigold Hotel,,PG-13,700x400,1.75,720.0x360.0,726,122.6588637037037
1329,//nubian/archives/movies/movies/Drama/Secondhand Lions [PG].mp4,Secondhand Lions [PG].mp4,Secondhand Lions,,PG,700x500,1.4,720.0x462.0,732,109.09982407407408
1330,"//nubian/archives/movies/movies/Drama/Secret Life of Walter Mitty, The (1947) [G].m4v","Secret Life of Walter Mitty, The (1947) [G].m4v","Secret Life of Walter Mitty, The",1947,G,700x500,1.4,720.0x480.0,1047,110.47591648148149
1331,"//nubian/archives/movies/movies/Drama/Secret Life of Walter Mitty, The [PG].m4v","Secret Life of Walter Mitty, The [PG].m4v","Secret Life of Walter Mitty, The",,PG,700x400,1.75,720.0x356.0,639,114.59211814814815
1332,//nubian/archives/movies/movies/Drama/Secretriat [PG].avi,Secretriat [PG].avi,Secretriat,,PG,700x300,2.3333333333333335,672.0x288.0,1002,122.97771597222221
1333,//nubian/archives/movies/movies/Drama/Self Less [PG-13].m4v,Self Less [PG-13].m4v,Self Less,,PG-13,700x400,1.75,720.0x364.0,475,116.87078166666667
1334,//nubian/archives/movies/movies/Drama/Seven Samurai (1954) - Part 1.m4v,Seven Samurai (1954) - Part 1.m4v,Seven Samurai  - Part 1,1954,,700x400,1.75,664.0x448.0,806,112.011205
1335,//nubian/archives/movies/movies/Drama/Seven Samurai (1954) - Part 2.m4v,Seven Samurai (1954) - Part 2.m4v,Seven Samurai  - Part 2,1954,,700x400,1.75,664.0x448.0,915,95.08429481481481
1336,//nubian/archives/movies/movies/Drama/Seven Years in Tibet [PG-13].m4v,Seven Years in Tibet [PG-13].m4v,Seven Years in Tibet,,PG-13,700x400,1.75,710.0x358.0,1079,136.11946722222223
1337,"//nubian/archives/movies/movies/Drama/Shack, The [PG-13].mp4","Shack, The [PG-13].mp4","Shack, The",,PG-13,700x400,1.75,720.0x362.0,632,132.34943925925924
1338,//nubian/archives/movies/movies/Drama/Shawshank Redemption (1994) [Edited].m4v,Shawshank Redemption (1994) [Edited].m4v,Shawshank Redemption,1994,Edited,1900x1100,1.7272727272727273,1920.0x1080.0,4208,138.97847222222222
1339,//nubian/archives/movies/movies/Drama/Sherlock Holmes (2009) [PG-13].mp4,Sherlock Holmes (2009) [PG-13].mp4,Sherlock Holmes,2009,PG-13,1900x1100,1.7272727272727273,1920.0x1080.0,1742,128.41161666666665
1340,//nubian/archives/movies/movies/Drama/Sherlock Holmes- A Game of Shadows (2011) [PG-13].m4v,Sherlock Holmes- A Game of Shadows (2011) [PG-13].m4v,Sherlock Holmes- A Game of Shadows,2011,PG-13,1000x400,2.5,1024.0x426.0,2398,128.7459783333333
1341,//nubian/archives/movies/movies/Drama/Silent Night (2021).m4v,Silent Night (2021).m4v,Silent Night,2021,,700x400,1.75,720.0x360.0,634,90.3103587037037
1342,//nubian/archives/movies/movies/Drama/Silent Running (1972) [G].m4v,Silent Running (1972) [G].m4v,Silent Running,1972,G,700x500,1.4,720.0x462.0,663,89.61702740740742
